data,cena,sprzedane_jednostki,seasonal_factor,zysk
2023-05-05,105.35,50,1.283350878145559,267.4999999999998
2023-05-06,105.54,49,1.2904001367269005,261.46000000000026
2023-05-07,104.9,50,1.2973633434803817,245.00000000000023
2023-05-08,104.88,51,1.304238435057563,258.87999999999977
2023-05-09,105.03,50,1.3110233742204338,251.5
2023-05-10,104.88,49,1.3177161504450887,229.11999999999978
2023-05-11,104.46,54,1.3243147805174906,280.8399999999997
2023-05-12,104.89,53,1.330817309121139,289.1700000000001
2023-05-13,104.79,51,1.3372218094164727,254.2900000000003
2023-05-14,104.98,52,1.3435263836118334,278.96000000000026
2023-05-15,104.6,55,1.3497291635258235,302.99999999999966
2023-05-16,105.06,55,1.3558283111408873,328.3000000000002
2023-05-17,104.57,54,1.3618220191479562,286.77999999999963
2023-05-18,104.67,54,1.3677085114819927,292.18000000000006
2023-05-19,105.04,54,1.3734860438482777,312.1600000000003
2023-05-20,104.55,57,1.3791529042392812,329.3499999999998
2023-05-21,104.7,54,1.3847074134419688,293.8000000000002
2023-05-22,104.71,54,1.3901479255353877,294.3399999999997
2023-05-23,103.99,57,1.3954728283783886,297.4299999999997
2023-05-24,104.28,56,1.4006805440873382,299.68000000000006
2023-05-25,104.4,57,1.4057695295036805,320.8000000000003
2023-05-26,104.39,59,1.410738276651207,349.01
2023-05-27,103.94,59,1.415585313182904,322.4599999999998
2023-05-28,103.85,59,1.420309202817239,317.14999999999964
2023-05-29,104.27,58,1.4249085457637638,327.65999999999974
2023-05-30,104.4,56,1.4293819791379014,306.4000000000003
2023-05-31,104.27,59,1.4337281773647985,341.9299999999997
2023-06-01,104.16,59,1.4379458525721214,335.4399999999998
2023-06-02,103.99,59,1.4420337549716817,325.40999999999974
2023-06-03,104.16,62,1.4459906732297743,377.91999999999985
2023-06-04,104.29,59,1.4498154348261216,343.11000000000035
2023-06-05,104.07,59,1.453506906401318,330.12999999999965
2023-06-06,104.47,58,1.4570639940926668,339.26
2023-06-07,104.17,61,1.4604856438583174,364.3700000000001
2023-06-08,103.87,61,1.4637708417895983,346.0700000000003
2023-06-09,104.24,58,1.4669186144114625,325.91999999999973
2023-06-10,103.89,62,1.4699280289709478,361.18000000000006
2023-06-11,104.27,59,1.4727981937135712,341.9299999999997
2023-06-12,104.38,61,1.4755282581475768,377.1799999999997
2023-06-13,104.04,62,1.4781174132959527,370.48000000000036
2023-06-14,104.38,59,1.4805648919361505,348.41999999999973
2023-06-15,104.17,62,1.4828699688274274,378.5400000000001
2023-06-16,104.19,61,1.4850319609257536,365.5899999999999
2023-06-17,104.44,61,1.4870502275862103,380.8399999999999
2023-06-18,103.85,62,1.4889241707528285,358.6999999999996
2023-06-19,103.7,61,1.4906532351358046,335.70000000000016
2023-06-20,103.55,62,1.492236908376046,340.0999999999998
2023-06-21,103.48,64,1.4936747211969932,362.72000000000025
2023-06-22,103.67,62,1.4949662475436765,347.5400000000001
2023-06-23,103.69,62,1.4961111047089661,348.77999999999986
2023-06-24,103.6,62,1.497108953446976,343.1999999999996
2023-06-25,103.48,64,1.4979594980735895,362.72000000000025
2023-06-26,103.31,66,1.4986624865540779,378.46000000000015
2023-06-27,103.58,62,1.4992177105777822,341.9599999999999
2023-06-28,103.37,64,1.4996250056198417,355.6800000000003
2023-06-29,103.85,63,1.4998842509899455,372.5499999999996
2023-06-30,103.36,63,1.499995369868095,341.67999999999995
2023-07-01,103.0,65,1.4999583293273688,345.0
2023-07-02,103.03,64,1.4997731403436787,333.9200000000001
2023-07-03,103.25,64,1.4994398577925168,348.0
2023-07-04,103.05,64,1.4989585804326961,335.1999999999998
2023-07-05,103.21,65,1.498329450877085,358.64999999999964
2023-07-06,103.1,65,1.4975526555503489,351.49999999999966
2023-07-07,102.86,68,1.4966284246337072,374.48
2023-07-08,102.64,66,1.4955570319967273,334.24
2023-07-09,102.52,66,1.4943387951161702,326.3199999999997
2023-07-10,102.55,66,1.4929740749819151,328.29999999999984
2023-07-11,102.74,65,1.491463275989991,328.0999999999997
2023-07-12,102.45,66,1.489806845822745,321.70000000000016
2023-07-13,102.2,66,1.488005275316184,305.20000000000016
2023-07-14,102.24,67,1.4860590983145308,320.0799999999997
2023-07-15,102.15,68,1.4839688915120322,326.2000000000004
2023-07-16,101.85,67,1.4817352742820744,293.9499999999996
2023-07-17,102.13,68,1.4793589084936483,324.8399999999997
2023-07-18,102.02,68,1.4768404983152228,317.3599999999997
2023-07-19,101.64,68,1.4741807900060857,291.52
2023-07-20,102.05,64,1.4713805716952104,271.1999999999998
2023-07-21,101.86,66,1.4684406731477158,282.76
2023-07-22,101.66,69,1.4653619655189898,304.53999999999974
2023-07-23,101.62,67,1.4621453610965467,278.5400000000003
2023-07-24,101.0,68,1.4587918130296968,248.0
2023-07-25,100.91,69,1.455302315047108,252.78999999999974
2023-07-26,101.19,69,1.4516779011623422,272.1099999999999
2023-07-27,101.14,69,1.4479196453674545,268.6600000000001
2023-07-28,101.0,68,1.4440286613147466,248.0
2023-07-29,101.46,67,1.4400061019867678,267.8199999999996
2023-07-30,100.82,69,1.4358531593546608,246.57999999999947
2023-07-31,100.92,67,1.4315710640249557,231.6400000000001
2023-08-01,100.8,70,1.4271610848749134,255.99999999999977
2023-08-02,100.85,68,1.4226245286765318,237.7999999999996
2023-08-03,100.47,70,1.4179627397093186,232.89999999999986
2023-08-04,100.46,71,1.4131770993619548,242.6599999999995
2023-08-05,100.01,71,1.408269025722958,210.71000000000038
2023-08-06,100.04,70,1.4032399731604723,202.8000000000004
2023-08-07,99.95,70,1.398091431891308,196.50000000000023
2023-08-08,99.97,70,1.3928249275393574,197.89999999999986
2023-08-09,100.38,67,1.3874420206835203,195.4599999999997
2023-08-10,99.35,72,1.3819443063952714,173.1999999999996
2023-08-11,99.94,68,1.3763334137660044,175.91999999999985
2023-08-12,99.4,72,1.370611005424298,176.8000000000004
2023-08-13,99.68,69,1.3647787770432438,167.92000000000053
2023-08-14,99.96,68,1.358838456837981,177.27999999999952
2023-08-15,99.74,69,1.352791805053589,172.0599999999996
2023-08-16,99.5,69,1.3466406134434887,155.5
2023-08-17,99.56,69,1.340386704738508,159.6400000000001
2023-08-18,99.84,67,1.3340319321067668,159.2800000000002
2023-08-19,99.63,68,1.3275781786045426,154.8399999999997
2023-08-20,99.78,65,1.321027356618282,135.70000000000005
2023-08-21,99.76,67,1.3143814072979172,153.9200000000003
2023-08-22,99.56,69,1.307642299981664,159.6400000000001
2023-08-23,100.21,63,1.3008120316124612,143.22999999999956
2023-08-24,99.78,65,1.2938926261462367,135.70000000000005
2023-08-25,99.38,67,1.2868861339521622,128.4599999999997
2023-08-26,99.76,65,1.2797946312050883,134.40000000000032
2023-08-27,99.4,66,1.2726202192703255,120.40000000000032
2023-08-28,99.67,65,1.2653650240809666,128.55000000000007
2023-08-29,99.22,66,1.2580311955079264,108.51999999999998
2023-08-30,99.4,66,1.250620906722888,120.40000000000032
2023-08-31,99.41,64,1.243136353554345,102.23999999999978
2023-09-01,99.39,63,1.235579753836932,91.57000000000005
2023-09-02,98.75,66,1.2279533467542294,77.5
2023-09-03,98.83,67,1.2202593921752476,91.6099999999999
2023-09-04,98.52,65,1.212500169984777,53.79999999999973
2023-09-05,98.29,65,1.2046779794078106,38.850000000000364
2023-09-06,98.81,65,1.1967951383282334,72.65000000000009
2023-09-07,98.58,64,1.1888539826019824,49.11999999999989
2023-09-08,98.26,62,1.1808568653648839,12.120000000000346
2023-09-09,98.56,64,1.1728061563353667,47.840000000000146
2023-09-10,98.77,61,1.1647042411122652,34.9699999999998
2023-09-11,98.52,62,1.1565535204679134,28.23999999999978
2023-09-12,97.86,64,1.1483564096367453,3.0399999999999636
2023-09-13,98.19,63,1.140115337599608,15.9699999999998
2023-09-14,98.6,61,1.1318327463640034,24.59999999999968
2023-09-15,98.16,61,1.1235110902404677,-2.2400000000002365
2023-09-16,98.37,61,1.1151528351153062,10.570000000000277
2023-09-17,98.43,60,1.106760457719898,5.800000000000409
2023-09-18,97.87,62,1.0983364448967883,-12.059999999999718
2023-09-19,98.0,61,1.0898832928627813,-12.0
2023-09-20,97.28,61,1.0814035064692586,-55.91999999999996
2023-09-21,97.6,62,1.0728995984599377,-28.800000000000352
2023-09-22,97.71,59,1.0643740887262907,-45.110000000000355
2023-09-23,97.68,60,1.0558295035608476,-39.19999999999959
2023-09-24,98.31,57,1.0472683749085996,-26.32999999999987
2023-09-25,97.63,60,1.0386932396167314,-42.20000000000027
2023-09-26,97.87,57,1.0301066386828965,-51.40999999999974
2023-09-27,98.12,56,1.0215111165022652,-45.279999999999745
2023-09-28,98.47,55,1.0129092201135665,-34.15000000000009
2023-09-29,97.89,56,1.0043034984443444,-58.15999999999997
2023-09-30,98.35,55,0.995696501555656,-40.75000000000034
2023-10-01,98.18,52,0.9870907798864338,-74.63999999999965
2023-10-02,98.02,53,0.9784888834977348,-74.94000000000023
2023-10-03,98.4,51,0.9698933613171036,-71.59999999999968
2023-10-04,98.42,53,0.9613067603832683,-53.739999999999895
2023-10-05,98.37,53,0.9527316250914003,-56.38999999999976
2023-10-06,98.45,51,0.9441704964391527,-69.04999999999984
2023-10-07,98.5,50,0.9356259112737096,-75.0
2023-10-08,98.63,50,0.9271004015400628,-68.50000000000023
2023-10-09,98.96,50,0.9185964935307418,-52.00000000000034
2023-10-10,99.08,47,0.9101167071372189,-73.24000000000007
2023-10-11,98.7,48,0.9016635551032119,-82.39999999999986
2023-10-12,99.41,47,0.893239542280102,-57.73000000000013
2023-10-13,98.55,48,0.8848471648846941,-89.60000000000014
2023-10-14,98.88,47,0.8764889097595323,-82.64000000000021
2023-10-15,99.01,47,0.8681672536359963,-76.52999999999975
2023-10-16,99.01,42,0.859884662400392,-121.57999999999981
2023-10-17,98.9,46,0.851643590363255,-90.59999999999974
2023-10-18,98.95,44,0.8434464795320866,-106.19999999999987
2023-10-19,98.92,42,0.8352957588877349,-125.3599999999999
2023-10-20,99.14,44,0.8271938436646333,-97.83999999999997
2023-10-21,99.63,43,0.8191431346351163,-85.9100000000002
2023-10-22,99.6,41,0.8111460173980176,-106.4000000000002
2023-10-23,99.42,42,0.8032048616717667,-104.3599999999999
2023-10-24,99.79,42,0.7953220205921895,-88.81999999999971
2023-10-25,99.76,41,0.7874998300152231,-99.8399999999998
2023-10-26,99.8,41,0.7797406078247524,-98.2000000000001
2023-10-27,99.77,40,0.7720466532457705,-109.20000000000016
2023-10-28,99.35,40,0.764420246163068,-126.00000000000023
2023-10-29,99.48,37,0.7568636464456548,-149.23999999999984
2023-10-30,99.84,38,0.7493790932771123,-126.07999999999987
2023-10-31,99.81,37,0.7419688044920737,-137.02999999999992
2023-11-01,99.88,39,0.7346349759190334,-114.68000000000018
2023-11-02,99.83,37,0.7273797807296747,-136.29000000000008
2023-11-03,99.96,36,0.7202053687949119,-141.44000000000023
2023-11-04,99.66,37,0.7131138660478378,-142.58000000000015
2023-11-05,100.04,35,0.7061073738537633,-148.5999999999998
2023-11-06,100.1,36,0.6991879683875386,-136.4000000000002
2023-11-07,100.1,34,0.6923577000183361,-156.6000000000002
2023-11-08,100.53,34,0.6856185927020828,-141.97999999999996
2023-11-09,100.52,32,0.6789726433817183,-163.36000000000013
2023-11-10,100.55,31,0.6724218213954575,-172.9500000000001
2023-11-11,100.79,31,0.6659680678932334,-165.50999999999982
2023-11-12,100.66,32,0.659613295261492,-158.8800000000001
2023-11-13,100.69,31,0.6533593865565115,-168.61000000000007
2023-11-14,100.7,31,0.6472081949464112,-168.2999999999999
2023-11-15,101.02,29,0.6411615431620192,-180.42000000000013
2023-11-16,100.93,30,0.6352212229567562,-172.0999999999998
2023-11-17,101.07,28,0.6293889945757021,-190.0400000000002
2023-11-18,101.28,30,0.6236665862339958,-161.59999999999997
2023-11-19,101.09,29,0.6180556936047286,-178.38999999999987
2023-11-20,101.68,27,0.6125579793164797,-184.63999999999982
2023-11-21,101.06,28,0.6071750724606428,-190.31999999999994
2023-11-22,101.08,28,0.6019085681086923,-189.76000000000005
2023-11-23,101.74,28,0.5967600268395277,-171.28000000000014
2023-11-24,101.79,28,0.5917309742770421,-169.87999999999982
2023-11-25,101.79,25,0.5868229006380453,-205.24999999999983
2023-11-26,101.94,27,0.5820372602906818,-177.62000000000006
2023-11-27,101.59,27,0.5773754713234682,-187.06999999999994
2023-11-28,101.6,27,0.5728389151250866,-186.80000000000018
2023-11-29,101.69,26,0.5684289359750443,-196.06000000000006
2023-11-30,101.58,25,0.5641468406453392,-210.50000000000006
2023-12-01,101.87,25,0.5599938980132322,-203.2499999999999
2023-12-02,101.59,25,0.5559713386852535,-210.2499999999999
2023-12-03,101.65,27,0.5520803546325456,-185.44999999999982
2023-12-04,101.78,25,0.5483220988376579,-205.5
2023-12-05,102.04,27,0.544697684952892,-174.91999999999985
2023-12-06,101.91,25,0.5412081869703034,-202.2500000000001
2023-12-07,101.99,24,0.5378546389034533,-212.24000000000012
2023-12-08,102.29,22,0.5346380344810103,-229.6199999999999
2023-12-09,102.24,22,0.5315593268522842,-230.72000000000014
2023-12-10,102.27,22,0.5286194283047897,-230.06000000000006
2023-12-11,102.31,24,0.5258192099939142,-204.55999999999995
2023-12-12,102.37,24,0.5231595016847772,-203.1199999999999
2023-12-13,102.07,22,0.5206410915063517,-234.46000000000015
2023-12-14,102.31,24,0.5182647257179257,-204.55999999999995
2023-12-15,102.62,22,0.5160311084879678,-222.3599999999999
2023-12-16,102.77,23,0.5139409016854695,-206.29000000000008
2023-12-17,102.92,24,0.5119947246838159,-189.91999999999996
2023-12-18,103.2,23,0.510193154177255,-196.39999999999992
2023-12-19,103.37,21,0.5085367240100089,-219.2299999999999
2023-12-20,103.29,21,0.5070259250180849,-220.90999999999985
2023-12-21,103.45,19,0.5056612048838298,-244.44999999999993
2023-12-22,103.44,21,0.5044429680032727,-217.76000000000005
2023-12-23,103.74,21,0.5033715753662928,-211.4600000000001
2023-12-24,103.75,20,0.5024473444496513,-225.0
2023-12-25,103.94,21,0.501670549122915,-207.26000000000005
2023-12-26,103.79,21,0.5010414195673039,-210.40999999999985
2023-12-27,104.14,20,0.5005601422074832,-217.2
2023-12-28,104.5,19,0.5002268596563213,-224.5
2023-12-29,104.26,20,0.5000416706726311,-214.7999999999999
2023-12-30,104.52,20,0.500004630131905,-209.60000000000008
2023-12-31,104.66,19,0.5001157490100545,-221.46000000000004
2024-01-01,104.53,21,0.5003749943801583,-194.87
2024-01-02,104.54,20,0.5007822894222178,-209.19999999999987
2024-01-03,104.68,20,0.5013375134459223,-206.39999999999986
2024-01-04,104.82,21,0.5020405019264105,-188.78000000000014
2024-01-05,104.83,20,0.5028910465530241,-203.40000000000003
2024-01-06,104.78,21,0.5038888952910339,-189.62
2024-01-07,105.17,20,0.5050337524563235,-196.59999999999997
2024-01-08,105.44,19,0.5063252788030068,-206.64000000000004
2024-01-09,105.53,20,0.5077630916239539,-189.39999999999998
2024-01-10,105.75,18,0.5093467648641954,-216.5
2024-01-11,105.32,20,0.5110758292471715,-193.60000000000014
2024-01-12,105.62,19,0.5129497724137897,-203.2199999999999
2024-01-13,105.51,19,0.5149680390742464,-205.3099999999999
2024-01-14,106.18,19,0.5171300311725726,-192.57999999999987
2024-01-15,105.65,18,0.5194351080638496,-218.2999999999999
2024-01-16,105.75,19,0.5218825867040472,-200.75
2024-01-17,105.97,20,0.5244717418524232,-180.60000000000002
2024-01-18,105.79,20,0.5272018062864288,-184.19999999999987
2024-01-19,106.21,19,0.5300719710290522,-192.0100000000001
2024-01-20,106.28,21,0.5330813855885375,-158.12
2024-01-21,106.79,18,0.5362291582104017,-197.77999999999986
2024-01-22,106.9,20,0.5395143561416826,-161.9999999999999
2024-01-23,107.31,20,0.5429360059073332,-153.79999999999995
2024-01-24,107.31,19,0.546493093598682,-171.10999999999996
2024-01-25,107.19,21,0.5501845651738784,-139.01000000000005
2024-01-26,107.32,18,0.5540093267702257,-188.24000000000012
2024-01-27,107.74,20,0.5579662450283183,-145.2000000000001
2024-01-28,107.34,21,0.5620541474278786,-135.8599999999999
2024-01-29,108.21,18,0.5662718226352015,-172.22000000000014
2024-01-30,108.04,21,0.5706180208620986,-121.15999999999985
2024-01-31,107.82,19,0.5750914542362361,-161.42000000000013
2024-02-01,107.57,20,0.579690797182761,-148.60000000000014
2024-02-02,108.25,20,0.5844146868170961,-135.0
2024-02-03,108.06,20,0.5892617233487929,-138.79999999999995
2024-02-04,108.44,21,0.5942304704963195,-112.76000000000005
2024-02-05,107.99,21,0.5993194559126618,-122.2100000000001
2024-02-06,108.42,18,0.6045271716216114,-168.43999999999994
2024-02-07,108.65,21,0.6098520744646123,-108.34999999999991
2024-02-08,108.7,19,0.6152925865580311,-144.69999999999993
2024-02-09,108.77,21,0.6208470957607188,-105.8300000000001
2024-02-10,109.17,21,0.6265139561517223,-97.42999999999995
2024-02-11,108.77,20,0.6322914885180073,-124.60000000000008
2024-02-12,109.08,20,0.6381779808520438,-118.40000000000003
2024-02-13,109.27,20,0.6441716888591127,-114.60000000000008
2024-02-14,109.38,21,0.6502708364741765,-93.0200000000001
2024-02-15,109.62,20,0.6564736163881666,-107.59999999999991
2024-02-16,109.3,22,0.6627781905835273,-75.40000000000009
2024-02-17,109.29,23,0.6691826908788608,-56.32999999999987
2024-02-18,109.9,22,0.6756852194825094,-62.199999999999875
2024-02-19,109.77,21,0.6822838495549113,-84.8300000000001
2024-02-20,109.5,22,0.6889766257795662,-71.0
2024-02-21,109.87,20,0.6957615649424369,-102.59999999999991
2024-02-22,109.8,21,0.7026366565196183,-84.20000000000005
2024-02-23,109.98,23,0.7095998632730995,-40.45999999999992
2024-02-24,109.71,24,0.7166491218544412,-26.96000000000015
2024-02-25,109.94,21,0.7237823434161902,-81.26000000000005
2024-02-26,109.87,22,0.7309974142308502,-62.8599999999999
2024-02-27,109.38,24,0.7382921963172249,-34.88000000000011
2024-02-28,109.84,24,0.7456645280739478,-23.839999999999918
2024-02-29,109.92,23,0.7531122249200114,-41.839999999999975
2024-03-01,110.04,24,0.7606330799421057,-19.03999999999985
2024-03-02,109.84,24,0.7682248645485745,-23.839999999999918
2024-03-03,110.31,24,0.7758853291297947,-12.559999999999945
2024-03-04,110.39,24,0.7836122037247844,-10.639999999999986
2024-03-05,109.62,25,0.7914031986938416,-9.499999999999886
2024-03-06,110.0,24,0.7992560053970135,-20.0
2024-03-07,109.73,25,0.8071682968781965,-6.749999999999886
2024-03-08,109.95,25,0.8151377285546635,-1.2499999999999432
2024-03-09,110.29,25,0.8231619389118142,7.2500000000001705
2024-03-10,110.72,25,0.8312385502029433,18.0
2024-03-11,110.61,27,0.8393651691538178,56.47000000000003
2024-03-12,111.0,26,0.8475393876718554,46.0
2024-03-13,110.49,26,0.8557587835596955,32.739999999999895
2024-03-14,110.54,27,0.8640209212329473,54.580000000000155
2024-03-15,110.97,26,0.8723233524419065,45.22000000000003
2024-03-16,111.11,27,0.880663616997025,69.97000000000003
2024-03-17,111.06,27,0.8890392434979173,68.62000000000012
2024-03-18,110.67,27,0.8974477500656904,58.09000000000003
2024-03-19,111.01,27,0.9058866450783779,67.2700000000001
2024-03-20,110.76,26,0.9143534279092612,39.760000000000105
2024-03-21,111.0,26,0.9228455896678595,46.0
2024-03-22,110.95,27,0.9313606139433677,65.65000000000009
2024-03-23,110.6,29,0.9398959775503236,97.39999999999986
2024-03-24,110.59,30,0.9484491512762826,117.70000000000005
2024-03-25,110.51,31,0.9570176006312767,135.81000000000017
2024-03-26,110.86,29,0.96559878659884,104.93999999999994
2024-03-27,111.16,29,0.9741901663883731,113.63999999999987
2024-03-28,110.62,28,0.9827891941886271,77.36000000000013
2024-03-29,110.83,29,0.9913933219220826,104.06999999999994
2024-03-30,110.72,29,1.0,100.88
2024-03-31,110.57,30,1.0086066780779173,117.0999999999998
2024-04-01,110.69,30,1.017210805811373,120.69999999999993
2024-04-02,110.55,31,1.0258098336116268,137.04999999999995
2024-04-03,110.55,29,1.03440121340116,95.94999999999993
2024-04-04,110.43,33,1.0429823993687233,174.19000000000028
2024-04-05,110.92,30,1.0515508487237175,127.60000000000002
2024-04-06,110.47,32,1.0601040224496763,155.03999999999996
2024-04-07,110.35,35,1.0686393860566323,212.24999999999977
2024-04-08,110.36,32,1.0771544103321407,151.51999999999998
